1694085989746|10|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop table if exists category CASCADE |     drop table if exists category CASCADE 
1694092361842|0|commit|connection 6|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694092365005|4|statement|connection 7|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_
1694092365012|0|commit|connection 7|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694092372447|2|statement|connection 8|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_ where member0_.name=?|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_ where member0_.name='asdf'
1694092372449|1|statement|connection 8|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|call next value for hibernate_sequence|call next value for hibernate_sequence
1694092372453|2|statement|connection 8|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|insert into member (city, street, zipcode, name, member_id) values (?, ?, ?, ?, ?)|insert into member (city, street, zipcode, name, member_id) values ('', '', '', 'asdf', 2)
1694092372454|0|commit|connection 8|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694092374459|1|statement|connection 9|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_
1694092374462|0|commit|connection 9|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694092514044|1|statement|connection 10|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_
1694092514049|1|commit|connection 10|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694092517418|1|statement|connection 11|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_
1694092517421|0|commit|connection 11|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694092785107|9|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop table if exists category CASCADE |     drop table if exists category CASCADE 
1694092785111|2|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop table if exists category_item CASCADE |     drop table if exists category_item CASCADE 
1694092785113|1|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop table if exists delivery CASCADE |     drop table if exists delivery CASCADE 
1694092785114|1|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop table if exists item CASCADE |     drop table if exists item CASCADE 
1694092785116|1|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop table if exists member CASCADE |     drop table if exists member CASCADE 
1694092785117|1|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop table if exists order_item CASCADE |     drop table if exists order_item CASCADE 
1694092785118|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop table if exists orders CASCADE |     drop table if exists orders CASCADE 
1694092785119|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop sequence if exists hibernate_sequence|     drop sequence if exists hibernate_sequence
1694092785121|1|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|create sequence hibernate_sequence start with 1 increment by 1|create sequence hibernate_sequence start with 1 increment by 1
1694092785126|4|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     create table category (        category_id bigint not null,         name varchar(255),         parent_id bigint,         primary key (category_id)     )|     create table category (        category_id bigint not null,         name varchar(255),         parent_id bigint,         primary key (category_id)     )
1694092785132|5|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     create table category_item (        category_id bigint not null,         item_id bigint not null     )|     create table category_item (        category_id bigint not null,         item_id bigint not null     )
1694092785133|1|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     create table delivery (        delivery_id bigint not null,         city varchar(255),         street varchar(255),         zipcode varchar(255),         status varchar(255),         primary key (delivery_id)     )|     create table delivery (        delivery_id bigint not null,         city varchar(255),         street varchar(255),         zipcode varchar(255),         status varchar(255),         primary key (delivery_id)     )
1694092785135|1|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     create table item (        dtype varchar(31) not null,         item_id bigint not null,         name varchar(255),         price integer not null,         stock_quantity integer not null,         artist varchar(255),         etc varchar(255),         author varchar(255),         isbn varchar(255),         actor varchar(255),         director varchar(255),         primary key (item_id)     )|     create table item (        dtype varchar(31) not null,         item_id bigint not null,         name varchar(255),         price integer not null,         stock_quantity integer not null,         artist varchar(255),         etc varchar(255),         author varchar(255),         isbn varchar(255),         actor varchar(255),         director varchar(255),         primary key (item_id)     )
1694092785137|1|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     create table member (        member_id bigint not null,         city varchar(255),         street varchar(255),         zipcode varchar(255),         name varchar(255),         primary key (member_id)     )|     create table member (        member_id bigint not null,         city varchar(255),         street varchar(255),         zipcode varchar(255),         name varchar(255),         primary key (member_id)     )
1694092785140|2|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     create table order_item (        order_item_id bigint not null,         count integer not null,         order_price integer not null,         item_id bigint,         order_id bigint,         primary key (order_item_id)     )|     create table order_item (        order_item_id bigint not null,         count integer not null,         order_price integer not null,         item_id bigint,         order_id bigint,         primary key (order_item_id)     )
1694092785142|1|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     create table orders (        order_id bigint not null,         order_date timestamp,         status varchar(255),         delivery_id bigint,         member_id bigint,         primary key (order_id)     )|     create table orders (        order_id bigint not null,         order_date timestamp,         status varchar(255),         delivery_id bigint,         member_id bigint,         primary key (order_id)     )
1694092785154|11|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     alter table category         add constraint FK2y94svpmqttx80mshyny85wqr         foreign key (parent_id)         references category|     alter table category         add constraint FK2y94svpmqttx80mshyny85wqr         foreign key (parent_id)         references category
1694092785162|7|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     alter table category_item         add constraint FKu8b4lwqutcdq3363gf6mlujq         foreign key (item_id)         references item|     alter table category_item         add constraint FKu8b4lwqutcdq3363gf6mlujq         foreign key (item_id)         references item
1694092785177|14|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     alter table category_item         add constraint FKcq2n0opf5shyh84ex1fhukcbh         foreign key (category_id)         references category|     alter table category_item         add constraint FKcq2n0opf5shyh84ex1fhukcbh         foreign key (category_id)         references category
1694092785183|5|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     alter table order_item         add constraint FKija6hjjiit8dprnmvtvgdp6ru         foreign key (item_id)         references item|     alter table order_item         add constraint FKija6hjjiit8dprnmvtvgdp6ru         foreign key (item_id)         references item
1694092785187|3|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     alter table order_item         add constraint FKt4dc2r9nbvbujrljv3e23iibt         foreign key (order_id)         references orders|     alter table order_item         add constraint FKt4dc2r9nbvbujrljv3e23iibt         foreign key (order_id)         references orders
1694092785190|2|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     alter table orders         add constraint FKtkrur7wg4d8ax0pwgo0vmy20c         foreign key (delivery_id)         references delivery|     alter table orders         add constraint FKtkrur7wg4d8ax0pwgo0vmy20c         foreign key (delivery_id)         references delivery
1694092785191|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     alter table orders         add constraint FKpktxwhj3x9m4gth5ff6bkqgeb         foreign key (member_id)         references member|     alter table orders         add constraint FKpktxwhj3x9m4gth5ff6bkqgeb         foreign key (member_id)         references member
1694092808082|10|statement|connection 4|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|call next value for hibernate_sequence|call next value for hibernate_sequence
1694092808113|0|statement|connection 4|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|insert into item (name, price, stock_quantity, author, isbn, dtype, item_id) values (?, ?, ?, ?, ?, 'B', ?)|insert into item (name, price, stock_quantity, author, isbn, dtype, item_id) values ('adfasdf', 11, 12123, 'df', 'asdf', 'B', 1)
1694092808115|0|commit|connection 4|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694092808176|3|statement|connection 5|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_
1694092808180|0|commit|connection 5|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694092817859|1|statement|connection 6|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|call next value for hibernate_sequence|call next value for hibernate_sequence
1694092817868|3|statement|connection 6|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|insert into item (name, price, stock_quantity, author, isbn, dtype, item_id) values (?, ?, ?, ?, ?, 'B', ?)|insert into item (name, price, stock_quantity, author, isbn, dtype, item_id) values ('zvcv', 1, 111, 'adf', '112', 'B', 2)
1694092817871|2|commit|connection 6|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694092817896|12|statement|connection 7|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_
1694092817903|1|commit|connection 7|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694092821097|3|statement|connection 8|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select item0_.item_id as item_id2_3_0_, item0_.name as name3_3_0_, item0_.price as price4_3_0_, item0_.stock_quantity as stock_qu5_3_0_, item0_.artist as artist6_3_0_, item0_.etc as etc7_3_0_, item0_.author as author8_3_0_, item0_.isbn as isbn9_3_0_, item0_.actor as actor10_3_0_, item0_.director as directo11_3_0_, item0_.dtype as dtype1_3_0_ from item item0_ where item0_.item_id=?|select item0_.item_id as item_id2_3_0_, item0_.name as name3_3_0_, item0_.price as price4_3_0_, item0_.stock_quantity as stock_qu5_3_0_, item0_.artist as artist6_3_0_, item0_.etc as etc7_3_0_, item0_.author as author8_3_0_, item0_.isbn as isbn9_3_0_, item0_.actor as actor10_3_0_, item0_.director as directo11_3_0_, item0_.dtype as dtype1_3_0_ from item item0_ where item0_.item_id=1
1694092821103|0|commit|connection 8|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694092829772|3|statement|connection 9|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select book0_.item_id as item_id2_3_0_, book0_.name as name3_3_0_, book0_.price as price4_3_0_, book0_.stock_quantity as stock_qu5_3_0_, book0_.author as author8_3_0_, book0_.isbn as isbn9_3_0_ from item book0_ where book0_.item_id=? and book0_.dtype='B'|select book0_.item_id as item_id2_3_0_, book0_.name as name3_3_0_, book0_.price as price4_3_0_, book0_.stock_quantity as stock_qu5_3_0_, book0_.author as author8_3_0_, book0_.isbn as isbn9_3_0_ from item book0_ where book0_.item_id=1 and book0_.dtype='B'
1694092829856|3|statement|connection 9|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|update item set name=?, price=?, stock_quantity=?, author=?, isbn=? where item_id=?|update item set name='ttttt', price=222, stock_quantity=333, author='zzz', isbn='zz' where item_id=1
1694092829859|1|commit|connection 9|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694092829867|1|statement|connection 10|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_
1694092829868|0|commit|connection 10|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694092832024|13|statement|connection 11|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select item0_.item_id as item_id2_3_0_, item0_.name as name3_3_0_, item0_.price as price4_3_0_, item0_.stock_quantity as stock_qu5_3_0_, item0_.artist as artist6_3_0_, item0_.etc as etc7_3_0_, item0_.author as author8_3_0_, item0_.isbn as isbn9_3_0_, item0_.actor as actor10_3_0_, item0_.director as directo11_3_0_, item0_.dtype as dtype1_3_0_ from item item0_ where item0_.item_id=?|select item0_.item_id as item_id2_3_0_, item0_.name as name3_3_0_, item0_.price as price4_3_0_, item0_.stock_quantity as stock_qu5_3_0_, item0_.artist as artist6_3_0_, item0_.etc as etc7_3_0_, item0_.author as author8_3_0_, item0_.isbn as isbn9_3_0_, item0_.actor as actor10_3_0_, item0_.director as directo11_3_0_, item0_.dtype as dtype1_3_0_ from item item0_ where item0_.item_id=1
1694092832034|0|commit|connection 11|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694092836285|4|statement|connection 12|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select book0_.item_id as item_id2_3_0_, book0_.name as name3_3_0_, book0_.price as price4_3_0_, book0_.stock_quantity as stock_qu5_3_0_, book0_.author as author8_3_0_, book0_.isbn as isbn9_3_0_ from item book0_ where book0_.item_id=? and book0_.dtype='B'|select book0_.item_id as item_id2_3_0_, book0_.name as name3_3_0_, book0_.price as price4_3_0_, book0_.stock_quantity as stock_qu5_3_0_, book0_.author as author8_3_0_, book0_.isbn as isbn9_3_0_ from item book0_ where book0_.item_id=1 and book0_.dtype='B'
1694092836289|0|commit|connection 12|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694092836301|0|statement|connection 13|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_
1694092836310|1|commit|connection 13|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694092838223|0|statement|connection 14|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_
1694092838225|0|commit|connection 14|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694092839410|1|statement|connection 15|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_
1694092839414|0|commit|connection 15|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694092841454|1|statement|connection 16|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select item0_.item_id as item_id2_3_0_, item0_.name as name3_3_0_, item0_.price as price4_3_0_, item0_.stock_quantity as stock_qu5_3_0_, item0_.artist as artist6_3_0_, item0_.etc as etc7_3_0_, item0_.author as author8_3_0_, item0_.isbn as isbn9_3_0_, item0_.actor as actor10_3_0_, item0_.director as directo11_3_0_, item0_.dtype as dtype1_3_0_ from item item0_ where item0_.item_id=?|select item0_.item_id as item_id2_3_0_, item0_.name as name3_3_0_, item0_.price as price4_3_0_, item0_.stock_quantity as stock_qu5_3_0_, item0_.artist as artist6_3_0_, item0_.etc as etc7_3_0_, item0_.author as author8_3_0_, item0_.isbn as isbn9_3_0_, item0_.actor as actor10_3_0_, item0_.director as directo11_3_0_, item0_.dtype as dtype1_3_0_ from item item0_ where item0_.item_id=1
1694092841457|0|commit|connection 16|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694182603258|40|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop table if exists category CASCADE |     drop table if exists category CASCADE 
1694182603259|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop table if exists category_item CASCADE |     drop table if exists category_item CASCADE 
1694182603261|1|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop table if exists delivery CASCADE |     drop table if exists delivery CASCADE 
1694182603264|2|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop table if exists item CASCADE |     drop table if exists item CASCADE 
1694182603265|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop table if exists member CASCADE |     drop table if exists member CASCADE 
1694182603266|1|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop table if exists order_item CASCADE |     drop table if exists order_item CASCADE 
1694182603267|1|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop table if exists orders CASCADE |     drop table if exists orders CASCADE 
1694182603269|1|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop sequence if exists hibernate_sequence|     drop sequence if exists hibernate_sequence
1694182603276|6|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|create sequence hibernate_sequence start with 1 increment by 1|create sequence hibernate_sequence start with 1 increment by 1
1694182603298|21|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     create table category (        category_id bigint not null,         name varchar(255),         parent_id bigint,         primary key (category_id)     )|     create table category (        category_id bigint not null,         name varchar(255),         parent_id bigint,         primary key (category_id)     )
1694182603302|3|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     create table category_item (        category_id bigint not null,         item_id bigint not null     )|     create table category_item (        category_id bigint not null,         item_id bigint not null     )
1694182603307|4|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     create table delivery (        delivery_id bigint not null,         city varchar(255),         street varchar(255),         zipcode varchar(255),         status varchar(255),         primary key (delivery_id)     )|     create table delivery (        delivery_id bigint not null,         city varchar(255),         street varchar(255),         zipcode varchar(255),         status varchar(255),         primary key (delivery_id)     )
1694182603312|4|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     create table item (        dtype varchar(31) not null,         item_id bigint not null,         name varchar(255),         price integer not null,         stock_quantity integer not null,         artist varchar(255),         etc varchar(255),         author varchar(255),         isbn varchar(255),         actor varchar(255),         director varchar(255),         primary key (item_id)     )|     create table item (        dtype varchar(31) not null,         item_id bigint not null,         name varchar(255),         price integer not null,         stock_quantity integer not null,         artist varchar(255),         etc varchar(255),         author varchar(255),         isbn varchar(255),         actor varchar(255),         director varchar(255),         primary key (item_id)     )
1694182603314|2|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     create table member (        member_id bigint not null,         city varchar(255),         street varchar(255),         zipcode varchar(255),         name varchar(255),         primary key (member_id)     )|     create table member (        member_id bigint not null,         city varchar(255),         street varchar(255),         zipcode varchar(255),         name varchar(255),         primary key (member_id)     )
1694182603316|1|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     create table order_item (        order_item_id bigint not null,         count integer not null,         order_price integer not null,         item_id bigint,         order_id bigint,         primary key (order_item_id)     )|     create table order_item (        order_item_id bigint not null,         count integer not null,         order_price integer not null,         item_id bigint,         order_id bigint,         primary key (order_item_id)     )
1694182603331|14|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     create table orders (        order_id bigint not null,         order_date timestamp,         status varchar(255),         delivery_id bigint,         member_id bigint,         primary key (order_id)     )|     create table orders (        order_id bigint not null,         order_date timestamp,         status varchar(255),         delivery_id bigint,         member_id bigint,         primary key (order_id)     )
1694182603350|18|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     alter table category         add constraint FK2y94svpmqttx80mshyny85wqr         foreign key (parent_id)         references category|     alter table category         add constraint FK2y94svpmqttx80mshyny85wqr         foreign key (parent_id)         references category
1694182603352|1|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     alter table category_item         add constraint FKu8b4lwqutcdq3363gf6mlujq         foreign key (item_id)         references item|     alter table category_item         add constraint FKu8b4lwqutcdq3363gf6mlujq         foreign key (item_id)         references item
1694182603354|2|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     alter table category_item         add constraint FKcq2n0opf5shyh84ex1fhukcbh         foreign key (category_id)         references category|     alter table category_item         add constraint FKcq2n0opf5shyh84ex1fhukcbh         foreign key (category_id)         references category
1694182603357|2|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     alter table order_item         add constraint FKija6hjjiit8dprnmvtvgdp6ru         foreign key (item_id)         references item|     alter table order_item         add constraint FKija6hjjiit8dprnmvtvgdp6ru         foreign key (item_id)         references item
1694182603359|1|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     alter table order_item         add constraint FKt4dc2r9nbvbujrljv3e23iibt         foreign key (order_id)         references orders|     alter table order_item         add constraint FKt4dc2r9nbvbujrljv3e23iibt         foreign key (order_id)         references orders
1694182603360|1|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     alter table orders         add constraint FKtkrur7wg4d8ax0pwgo0vmy20c         foreign key (delivery_id)         references delivery|     alter table orders         add constraint FKtkrur7wg4d8ax0pwgo0vmy20c         foreign key (delivery_id)         references delivery
1694182603362|1|statement|connection 3|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     alter table orders         add constraint FKpktxwhj3x9m4gth5ff6bkqgeb         foreign key (member_id)         references member|     alter table orders         add constraint FKpktxwhj3x9m4gth5ff6bkqgeb         foreign key (member_id)         references member
1694182605808|9|statement|connection 4|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select order0_.order_id as order_id1_6_, order0_.delivery_id as delivery4_6_, order0_.member_id as member_i5_6_, order0_.order_date as order_da2_6_, order0_.status as status3_6_ from orders order0_ inner join member member1_ on order0_.member_id=member1_.member_id limit ?|select order0_.order_id as order_id1_6_, order0_.delivery_id as delivery4_6_, order0_.member_id as member_i5_6_, order0_.order_date as order_da2_6_, order0_.status as status3_6_ from orders order0_ inner join member member1_ on order0_.member_id=member1_.member_id limit 1000
1694182605816|0|commit|connection 4|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694182609730|0|statement|connection 5|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_
1694182609731|0|commit|connection 5|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
